SERIAL_NUMBER,LIST_YEAR,DATE_RECORDED,TOWN,ADDRESS,ASSESSED_VALUE,SALE_AMOUNT,SALES_RATIO,PROPERTY_TYPE,RESIDENTIAL_TYPE,NON_USE_CODE,ASSESSOR_REMARKS,OPM_REMARKS,LOCATION,CREATED_AT
40340,2004,2005-07-22,Bethel,41 SPRING HL LN,276250.0,526250.0,0.524940618,,,,,,,2023-06-09 15:15:11.820529
40343,2004,2005-07-28,Wilton,98 THUNDER LK RD,506870.0,942000.0,0.538078556,,,,,,,2023-06-09 15:20:11.681819
40186,2004,2005-08-09,Essex,18 HEMLOCK DR,681900.0,1630000.0,0.418343558,,,,,,POINT (-72.38062 41.33763),2023-06-09 15:36:16.702228
43052,2004,2005-08-02,Bridgeport,172 REMINGTON ST,95620.0,270000.0,0.354148148,,,,,,,2023-06-09 15:29:16.935029
40500,2004,2005-08-05,Cheshire,260 SORGHUM ML DR,235240.0,420000.0,0.560095238,,,,,,,2023-06-09 15:33:11.789050
40861,2004,2005-07-18,Middletown,5 1 W MEADOW LN,80060.0,170000.0,0.470941176,,,,,,,2023-06-09 15:10:16.740441
41349,2004,2005-08-03,New Britain,150 MARIGOLD DR,74830.0,165000.0,0.453515152,,,,,,POINT (-72.78495 41.7021),2023-06-09 15:30:16.709917
42303,2004,2005-07-06,Stamford,60 STRAWBERRY HL AVE 605,33600.0,138000.0,0.243478261,,,,,,,2023-06-09 14:59:11.729205
40169,2004,2005-07-22,Thomaston,197 PINE HL RD UT 8A,33040.0,125500.0,0.263266932,,,,,,,2023-06-09 15:15:11.820529
40915,2004,2005-08-09,Wallingford,2 RYAN DR,155800.0,370000.0,0.421081081,,,,,,,2023-06-09 15:36:16.702228
40445,2004,2005-07-15,Simsbury,29 PARK RD,221320.0,416500.0,0.531380552,,,,,,,2023-06-09 15:09:16.693684
40437,2004,2005-08-01,Watertown,45 PINERIDGE DR,61600.0,380000.0,0.162105263,,,7,,,,2023-06-09 15:25:11.704556
41495,2004,2005-07-25,Hartford,42-44 BUSHNELL ST,65380.0,120000.0,0.544833333,,,,,,,2023-06-09 15:16:16.834164
41919,2004,2005-08-01,Norwalk,83 MURRAY ST,369880.0,850000.0,0.435152941,,,,,,POINT (-73.39126 41.13753),2023-06-09 15:25:11.704556
41081,2004,2005-08-04,West Hartford,42 N MAIN ST UT 74,33300.0,135000.0,0.246666667,,,,,,,2023-06-09 15:31:11.867138
40838,2004,2005-07-07,Middletown,146-148 GRAND ST,87770.0,259400.0,0.338357749,,,,,,,2023-06-09 15:01:16.702198
40566,2004,2005-07-01,Groton,520F SHENN RD,48580.0,169000.0,0.287455621,,,,,,,2023-06-09 14:56:11.832913
40927,2004,2005-08-16,Wallingford,409 HOPE HL RD,120700.0,263000.0,0.458935361,,,,,,,2023-06-09 15:41:11.727517
40663,2004,2005-08-12,Windsor,160 HAYDEN STA RD,124880.0,70000.0,1.784,,,1,,,,2023-06-09 15:38:16.691129
40192,2004,2005-07-19,Weston,LORDS HWY E,492520.0,150000.0,3.283466667,,,8,,,,2023-06-09 15:11:16.848419
41034,2004,2005-07-08,Fairfield,245 UNQUOWA RD 110,138110.0,352500.0,0.391801418,,,,,,POINT (-73.25868 41.14421),2023-06-09 15:02:11.704908
40390,2004,2005-07-28,Brookfield,1 TULIP TREE CIR,93870.0,230000.0,0.408130435,,,,,,,2023-06-09 15:21:11.802916
40311,2004,2005-07-21,Colchester,36 BEECHWOOD DR,89700.0,249900.0,0.358943577,,,,,,,2023-06-09 15:14:11.664587
47824,2004,2005-07-15,Hamden,211 TREADWELL ST,95970.0,280000.0,0.34275,,,,,,,2023-06-09 15:08:11.746737
41299,2004,2005-08-05,Bristol,36 HIDDEN BRK DR,124480.0,295000.0,0.421966102,,,,,,,2023-06-09 15:33:11.789050
42339,2004,2005-07-11,Stamford,71 PINE HL AVE,411460.0,339500.0,1.211958763,,,6,,,POINT (-73.54775 41.05487),2023-06-09 15:02:11.704908
41060,2004,2005-07-22,Milford,267 MELBA ST U30,83930.0,255000.0,0.329137255,,,,,,,2023-06-09 15:15:11.820529
41964,2004,2005-08-03,Norwalk,45 GLENROCK RD,128170.0,284500.0,0.450509666,,,,,,,2023-06-09 15:31:11.867138
41280,2004,2005-07-25,Greenwich,18 ARTHUR ST UT B,246960.0,595000.0,0.415058824,,,7,,,POINT (-73.651 41.0201),2023-06-09 15:17:16.778949
40510,2004,2005-07-18,Southbury,FISH ROCK RD,70730.0,200000.0,0.35365,,,,,,,2023-06-09 15:10:16.740441
40561,2004,2005-07-26,Newington,506 CYPRESS RD,69230.0,169000.0,0.40964497,,,,,,POINT (-72.7037 41.6796),2023-06-09 15:18:16.806490
40840,2004,2005-07-12,East Hartford,956 TOLLAND ST,65100.0,157000.0,0.414649682,,,,,,,2023-06-09 15:04:16.784212
49128,2004,2005-08-08,Marlborough,58 LAUREL LN,260730.0,415000.0,0.62826506,,,,,,POINT (-72.46802 41.65613),2023-06-09 15:34:12.013441
40182,2004,2005-07-01,Lebanon,80 LAWRENCE DR,177760.0,379900.0,0.467912609,,,,,,POINT (-72.28334 41.62851),2023-06-09 14:55:11.714441
40320,2004,2005-06-30,Brookfield,116 CANDLEWOOD LK RD,169950.0,350000.0,0.485571429,,,,,,POINT (-73.41764 41.45109),2023-06-09 14:52:56.443116
42404,2004,2005-07-05,Waterbury,150 STONEFIELD DR UT 7,17360.0,132900.0,0.13062453,,,7,,,,2023-06-09 14:57:11.729739
40447,2004,2005-07-15,Simsbury,3 KILBOURNE FARMS LN,376460.0,690000.0,0.545594203,,,,,,,2023-06-09 15:08:11.746737
41997,2004,2005-08-03,New Haven,261 ORANGE ST,173390.0,550000.0,0.315254545,,,,,,,2023-06-09 15:30:16.709917
40092,2004,2005-07-15,Ashford,32 SUNSET,59990.0,160000.0,0.3749375,,,7,,,,2023-06-09 15:08:11.746737
43127,2004,2005-08-08,Bridgeport,1300 B CAPITOL AVE,66554.0,144000.0,0.462180556,,,,,,POINT (-73.21315 41.19044),2023-06-09 15:35:11.709436
40135,2004,2005-07-08,Burlington,14 MYRA LN,236110.0,449900.0,0.524805512,,,,,,POINT (-72.98872 41.7874),2023-06-09 15:01:16.702198
40090,2004,2005-07-21,Willington,155 WILLINGTON HL RD,114030.0,235000.0,0.485234043,,,,,,,2023-06-09 15:14:11.664587
40028,2004,2005-07-20,Bridgewater,10 CASTLE HL LN,364000.0,649500.0,0.560431101,,,,,,POINT (-73.36021 41.54733),2023-06-09 15:13:12.007931
40434,2004,2005-08-05,Killingly,18 ARNOLD LN,31640.0,240000.0,0.131833333,,,7,,,,2023-06-09 15:33:11.789050
40284,2004,2005-07-15,Old Saybrook,127 OLD BOSTON POST RD,44900.0,76000.0,0.590789474,,,,,,,2023-06-09 15:07:16.720011
40264,2004,2005-07-27,Suffield,24 FOURTH ST,141680.0,260000.0,0.544923077,,,25,,,,2023-06-09 15:19:16.851789
40328,2004,2005-07-27,Madison,24 SOUNDVIEW AVE,290600.0,585000.0,0.496752137,,,,,,,2023-06-09 15:20:11.681819
40406,2004,2005-08-03,New Canaan,59 BANK ST UT 35,534800.0,870000.0,0.614712644,,,,,,,2023-06-09 15:30:16.709917
41693,2004,2005-07-26,Danbury,112 LONG RDG RD,166800.0,415000.0,0.401927711,,,,,,,2023-06-09 15:18:16.806490
40889,2004,2005-07-05,West Hartford,9 CONCORD ST,375250.0,204900.0,1.831381162,,,25,,,,2023-06-09 14:58:16.755857
40956,2004,2005-07-18,West Hartford,26 FERNWOOD RD,293460.0,816000.0,0.359632353,,,,,,,2023-06-09 15:10:16.740441
40259,2004,2005-07-15,Granby,51 & 55 EAST ST,133140.0,259900.0,0.512273952,,,25,,,POINT (-72.80635 41.9953),2023-06-09 15:08:11.746737
40926,2004,2005-07-13,West Hartford,1901 ASYLUM AVE,192170.0,449000.0,0.427995546,,,,,,,2023-06-09 15:05:11.681631
41804,2004,2005-07-11,New Haven,131 HARBOUR CLOSE,116340.0,319000.0,0.364702194,,,,,,,2023-06-09 15:03:11.793148
40912,2004,2005-08-01,East Hartford,105 LEXINGTON RD,2420.0,0.0,0.0,,,17,,,,2023-06-09 15:26:11.767496
40444,2004,2005-07-18,Cheshire,151 MOSS FARMS RD,233270.0,200000.0,1.16635,,,1,,,,2023-06-09 15:10:16.740441
42557,2004,2005-08-02,Stamford,30 WESTWOOD CT,260260.0,798400.0,0.325976954,,,,,,,2023-06-09 15:29:16.935029
40769,2004,2005-08-15,Enfield,6 CHIEF ST,92470.0,235500.0,0.392653928,,,,,,,2023-06-09 15:41:11.727517
40284,2004,2005-07-06,Windsor Locks,29 31 ELM ST,109900.0,238000.0,0.461764706,,,,,,,2023-06-09 14:59:11.729205
41313,2004,2005-07-25,Meriden,115 VETERAN ST,59010.0,100000.0,0.5901,,,,,,,2023-06-09 15:16:16.834164
41248,2004,2005-07-29,Bristol,128 FEDERAL ST,84230.0,191000.0,0.440994764,,,,,,POINT (-72.94257 41.67992),2023-06-09 15:23:16.842191
40323,2004,2005-07-11,Plainfield,SACHEM DR,23570.0,199900.0,0.117908954,,,7,,,,2023-06-09 15:03:11.793148
40765,2004,2005-08-15,Naugatuck,15 SKYVIEW DR,136480.0,288000.0,0.473888889,,,,,,POINT (-73.03265 41.49555),2023-06-09 15:40:11.705161
41894,2004,2005-07-11,Southington,THE MEADOWS 8E,24570.0,77000.0,0.319090909,,,,,,,2023-06-09 15:03:11.793148
40344,2004,2005-07-11,Brookfield,11 BELDEN HL RD,638300.0,1370000.0,0.465912409,,,7,,,,2023-06-09 15:04:16.784212
40340,2004,2005-07-26,Wilton,86 MIDDLEBROOK FARM,1097250.0,1950000.0,0.562692308,,,,,,,2023-06-09 15:18:16.806490
42964,2004,2005-07-26,Bridgeport,1391 3 NORTH AVE,98841.0,225000.0,0.439293333,,,,,,,2023-06-09 15:18:16.806490
40309,2004,2005-08-12,East Windsor,11B RIVERVIEW DR,68250.0,172000.0,0.396802326,,,,,,,2023-06-09 15:38:16.691129
40073,2004,2005-06-30,North Canaan,15 LOCUST HL RD,101480.0,294000.0,0.345170068,,,,,,,2023-06-09 14:52:56.443116
40517,2004,2005-07-06,East Haven,43 PROSPECT PL EXT,70870.0,200100.0,0.354172914,,,,,,,2023-06-09 15:00:16.725052
41791,2004,2005-07-08,New Haven,175 LAWRENCE ST,217070.0,649900.0,0.334005232,,,,,,,2023-06-09 15:01:16.702198
40104,2004,2005-06-30,Preston,42 PIERCE RD,2022200.0,79800.0,25.34085213,,,25,,,,2023-06-09 14:53:16.865376
41098,2004,2005-06-30,Bristol,234 OLD ORCHARD RD LT 19,39060.0,317457.0,0.123040286,,,7,,,,2023-06-09 14:53:16.865376
40212,2004,2005-07-07,Derby,305 BEAU VW,56350.0,100000.0,0.5635,,,1,,,,2023-06-09 15:00:16.725052
41012,2004,2005-08-10,Norwich,358 HAMILTON AVE UT 18,56000.0,157500.0,0.355555556,,,,,,POINT (-72.05123 41.53021),2023-06-09 15:36:16.702228
40601,2004,2005-07-21,Windsor,95 MIDIAN AVE,85330.0,110000.0,0.775727273,,,,,,,2023-06-09 15:13:12.007931
40386,2004,2005-06-30,Wethersfield,279-287 MAIN ST,177600.0,365000.0,0.486575342,,,1,,,POINT (-72.65261 41.71433),2023-06-09 14:53:16.865376
41154,2004,2005-07-11,Bristol,112 FERN HL RD,114810.0,76000.0,1.510657895,,,25,,,,2023-06-09 15:02:11.704908
41284,2004,2005-07-21,New Britain,2100 STANLEY ST 207,20930.0,60500.0,0.345950413,,,,,,,2023-06-09 15:14:11.664587
40098,2004,2005-08-02,Ashford,468 BEBBINGTON RD,133110.0,223000.0,0.59690583,,,,,,,2023-06-09 15:28:16.713768
40464,2004,2005-07-01,New London,676 WILLIAMS ST,80850.0,208000.0,0.388701923,,,,,,,2023-06-09 14:56:11.832913
41812,2004,2005-07-13,New Haven,124 COURT ST 807,36610.0,150000.0,0.244066667,,,,,,POINT (-72.92298 41.30623),2023-06-09 15:05:11.681631
40276,2004,2005-08-08,Plymouth,177 BEMIS ST 4D,61570.0,157000.0,0.392165605,,,,,,POINT (-73.02135 41.68814),2023-06-09 15:35:11.709436
40145,2004,2005-08-01,Burlington,2 CENTERWOOD RD E,215740.0,336000.0,0.642083333,,,,,,POINT (-72.96626 41.76856),2023-06-09 15:24:16.721000
41211,2004,2005-07-01,Meriden,106 NEWTON ST,91210.0,216500.0,0.421293303,,,,,,,2023-06-09 14:54:16.661736
40928,2004,2005-08-16,Wallingford,134 SUMMERHILL RD,109000.0,218000.0,0.5,,,,,,,2023-06-09 15:41:11.727517
40129,2004,2005-07-28,Columbia,320 ROUTE 87 W,132400.0,307500.0,0.430569106,,,,,,,2023-06-09 15:21:11.802916
40434,2004,2005-07-25,Windham,195 SOUTH ST,56130.0,160000.0,0.3508125,,,,,,,2023-06-09 15:17:16.778949
40726,2004,2005-07-29,Enfield,12 BELMONT AVE,63140.0,168000.0,0.375833333,,,4,,,POINT (-72.59189 42.00215),2023-06-09 15:24:16.721000
40405,2004,2005-07-18,Oxford,6 AUTUMN RDG RD,164950.0,460000.0,0.358586957,,,,,,,2023-06-09 15:09:16.693684
40294,2004,2005-07-21,Winchester,105 WEST RD,93660.0,179900.0,0.520622568,,,,,,,2023-06-09 15:14:11.664587
40415,2004,2005-07-29,North Haven,1539 RIDGE RD,120400.0,295000.0,0.408135593,,,,,,,2023-06-09 15:22:16.839850
41992,2004,2005-08-08,Norwalk,60 CREEPING HEMLOCK DR,325290.0,500000.0,0.65058,,,,,,,2023-06-09 15:35:11.709436
40323,2004,2005-07-28,Colchester,8C WESTCHESTER HLS,47500.0,143000.0,0.332167832,,,,,,,2023-06-09 15:21:11.802916
42414,2004,2005-07-06,Waterbury,5 WAYLAND AVE,70770.0,174900.0,0.404631218,,,,,,,2023-06-09 15:00:16.725052
40369,2004,2005-07-26,East Hampton,4 CRESCENT ST,98330.0,245000.0,0.401346939,,,,,,,2023-06-09 15:19:16.851789
40278,2004,2005-08-15,Griswold,75 RUSSELL ST,79590.0,150000.0,0.5306,,,1,,,,2023-06-09 15:40:11.705161
43283,2004,2005-07-18,Waterbury,2 GRANITE,66710.0,195000.0,0.342102564,,,,,,,2023-06-09 15:09:16.693684
49777,2004,2005-07-15,Norwalk,33 ANN ST,2386160.0,7250000.0,0.329125517,,,7,,,,2023-06-09 15:07:16.720011
40233,2004,2005-08-04,East Haddam,141 SILLIMANVILLE,74030.0,157000.0,0.471528662,,,1,,,POINT (-72.45357 41.52247),2023-06-09 15:32:11.707834
40788,2004,2005-07-28,New Milford,11 BEARDSLEY RD,229670.0,433000.0,0.530415704,,,,,,,2023-06-09 15:21:11.802916
40296,2004,2005-07-07,Clinton,59 OLD POST RD B1,65500.0,189000.0,0.346560847,,,,,,,2023-06-09 15:00:16.725052
40060,2004,2005-08-16,Barkhamsted,9 W RIVER RD,132030.0,295000.0,0.447559322,,,,,,,2023-06-09 15:41:11.727517
41517,2004,2005-06-30,Danbury,97-99 PARK AVE 71,126600.0,243000.0,0.520987654,,,,,,,2023-06-09 14:52:56.443116
41896,2004,2005-07-29,Norwalk,4 DASKAMS LN,65664.0,360000.0,0.1824,,,7,,,,2023-06-09 15:22:16.839850
40313,2004,2005-08-08,Wolcott,496 WOODTICK RD,83790.0,229901.0,0.364461225,,,,,,,2023-06-09 15:34:12.013441
40279,2004,2005-08-08,Plymouth,55 CHESTNUT ST,91900.0,237000.0,0.387763713,,,,,,,2023-06-09 15:35:11.709436
40964,2004,2005-06-30,Greenwich,9 GLEN CT,700630.0,2175000.0,0.322128736,,,,,,,2023-06-09 14:52:56.443116
40033,2004,2005-08-02,Franklin,17 MANNING RD,85090.0,150000.0,0.567266667,,,,,,POINT (-72.13025 41.59476),2023-06-09 15:28:16.713768
49896,2004,2005-08-01,Hamden,42 HOMESTEAD AVE,76440.0,230000.0,0.332347826,,,,,,,2023-06-09 15:27:16.688004
42444,2004,2005-07-01,Waterbury,8 SUMAC ST,65240.0,140000.0,0.466,,,,,,,2023-06-09 14:56:11.832913
40762,2004,2005-08-04,Shelton,FAIRFIELD AVE,31780.0,125000.0,0.25424,,,,,,,2023-06-09 15:31:11.867138
40823,2004,2005-07-01,Middletown,284 EAST ST,63450.0,373000.0,0.170107239,,,12,,,,2023-06-09 14:55:11.714441
41170,2004,2005-08-01,Greenwich,67 HOLLY HL LN,3256470.0,6900000.0,0.471952174,,,,,,,2023-06-09 15:27:16.688004
42652,2004,2005-07-29,Stamford,9 MAPLE TREE AVE D2,99610.0,345000.0,0.288724638,,,,,,,2023-06-09 15:23:16.842191
40933,2004,2005-07-01,Fairfield,1001 CHURCHILL RD,336000.0,870000.0,0.386206897,,,,,,,2023-06-09 14:55:11.714441
40507,2004,2005-07-08,South Windsor,280 DIANE DR,122220.0,235000.0,0.520085106,,,,,,,2023-06-09 15:01:16.702198
40824,2004,2005-07-19,Torrington,118 MILL LN,122200.0,179900.0,0.679266259,,,,,,,2023-06-09 15:12:16.759543
40333,2004,2005-07-01,Darien,1 FAIRMEAD RD,429170.0,931000.0,0.460977444,,,,,,,2023-06-09 14:55:11.714441
40407,2004,2005-08-12,Montville,5 ORCHARD DR,78290.0,208000.0,0.376394231,,,,,,,2023-06-09 15:38:16.691129
40294,2004,2005-07-25,Windsor Locks,22 ELM ST,25500.0,320000.0,0.0796875,,,7,,,,2023-06-09 15:16:16.834164
41021,2004,2005-08-15,Norwich,124 BRIAR LN,0.0,227865.0,0.0,,,25,,,,2023-06-09 15:40:11.705161
40855,2004,2005-08-16,Westport,6 ANCHOR LN,311300.0,1195000.0,0.260502092,,,,,,POINT (-73.35088 41.14417),2023-06-09 15:41:11.727517
41839,2004,2005-07-18,New Haven,136 VISTA TER,125370.0,270000.0,0.464333333,,,,,,,2023-06-09 15:09:16.693684
43133,2004,2005-08-09,Bridgeport,11 DANIEL DR,123410.0,250000.0,0.49364,,,,,,POINT (-73.23498 41.22376),2023-06-09 15:36:16.702228
42843,2004,2005-08-11,Waterbury,76 IVES ST,19250.0,38000.0,0.506578947,,,,,,,2023-06-09 15:38:16.691129
40110,2004,2005-07-29,Durham,CREAM POT RD,4410.0,25000.0,0.1764,,,12,,,,2023-06-09 15:24:16.721000
40161,2004,2005-07-19,Westbrook,755 W POND MDW RD,184430.0,419900.0,0.439223625,,,25,,,,2023-06-09 15:11:16.848419
41133,2004,2005-07-16,Greenwich,34 CONCORD ST,343000.0,815000.0,0.420858896,,,,,,,2023-06-09 15:09:16.693684
41195,2004,2005-08-01,Fairfield,59 SUGAR PLUM LN,188090.0,528000.0,0.356231061,,,,,,POINT (-73.24772 41.17659),2023-06-09 15:24:16.721000
40308,2004,2005-07-18,Colchester,124 ALEXANDER DR,76500.0,138200.0,0.553545586,,,,,,,2023-06-09 15:09:16.693684
41003,2004,2005-07-08,Fairfield,1015 FAIRFIELD BCH RD,290360.0,710000.0,0.408957746,,,,,,,2023-06-09 15:01:16.702198
40229,2004,2005-07-29,Woodstock,53 SHORE DR,93340.0,282000.0,0.330992908,,,,,,,2023-06-09 15:22:16.839850
42056,2004,2005-08-12,New Haven,662 WINTHROP AVE,105980.0,193900.0,0.546570397,,,,,,,2023-06-09 15:39:11.845186
40967,2004,2005-08-02,West Haven,24 BELLE CIR,107730.0,340000.0,0.316852941,,,,,,,2023-06-09 15:30:16.709917
40115,2004,2005-08-12,Washington,48 FOULOIS RD,186730.0,650000.0,0.287276923,,,,,,POINT (-73.3363 41.65373),2023-06-09 15:39:11.845186
40244,2004,2005-07-22,Woodbury,141 HAZEL PLN RD,360870.0,749000.0,0.481802403,,,,,,POINT (-73.25219 41.57509),2023-06-09 15:16:16.834164
40278,2004,2005-07-01,Winchester,152 GILBERT AVE,110040.0,175000.0,0.6288,,,,,,,2023-06-09 14:56:11.832913
40315,2004,2005-07-01,Plainfield,20 MARIE ST,89140.0,199500.0,0.446817043,,,,,,,2023-06-09 14:53:16.865376
40204,2004,2005-08-10,Orange,471 TREAT LN,151000.0,370000.0,0.408108108,,,,,,,2023-06-09 15:37:16.718357
49999,2004,2005-08-02,Greenwich,27 CARRONA DR,387660.0,1135000.0,0.341550661,,,25,,,,2023-06-09 15:30:16.709917
40952,2004,2005-08-09,East Hartford,28-30 RICHARD RD,74810.0,240000.0,0.311708333,,,,,,,2023-06-09 15:35:11.709436
40823,2004,2005-07-01,Manchester,23 PEARL ST,50700.0,140000.0,0.362142857,,,,,,,2023-06-09 14:56:11.832913
40274,2004,2005-08-05,Plymouth,71 S RIVERSIDE AVE,63290.0,170500.0,0.371202346,,,,,,,2023-06-09 15:33:11.789050
40160,2004,2005-07-11,Essex,16 HICKORY LN,158400.0,294900.0,0.537131231,,,14,,,POINT (-72.44055 41.33616),2023-06-09 15:02:11.704908
40771,2004,2005-08-16,Naugatuck,MAY ST LT 114,43650.0,120000.0,0.36375,,,,,,,2023-06-09 15:41:11.727517
40851,2004,2005-07-18,East Hartford,93 LANGFORD LN,169270.0,333000.0,0.508318318,,,,,,,2023-06-09 15:09:16.693684
40574,2004,2005-08-10,Southbury,41 TAMIAMI TRL,110490.0,269000.0,0.410743494,,,,,,,2023-06-09 15:37:16.718357
42782,2004,2005-07-27,Waterbury,925 ORONOKE RD B15 UT E,60620.0,147900.0,0.409871535,,,,,,,2023-06-09 15:20:11.681819
40180,2004,2005-08-04,Essex,38 N MAIN ST,0.0,530000.0,0.0,,,25,,,,2023-06-09 15:32:11.707834
41650,2004,2005-07-18,Danbury,19 SOMERS ST C3,95900.0,245000.0,0.391428571,,,,,,,2023-06-09 15:09:16.693684
40482,2004,2005-06-30,South Windsor,44 BURNHAM ST,196990.0,380000.0,0.518394737,,,,,,,2023-06-09 14:52:56.443116
40690,2004,2005-08-16,Groton,348 NOANK RD,160980.0,325000.0,0.495323077,,,,,,,2023-06-09 15:41:11.727517
40461,2004,2005-08-12,Guilford,46 WOODLAND RD,152250.0,290000.0,0.525,,,,,,,2023-06-09 15:39:11.845186
40422,2004,2005-07-05,Simsbury,8 ROSWELL RD,208530.0,295000.0,0.706881356,,,,,,POINT (-72.8648 41.83772),2023-06-09 14:57:11.729739
40439,2004,2005-08-08,Oxford,6 SARAH DR,217430.0,528000.0,0.411799242,,,,,,,2023-06-09 15:35:11.709436
42563,2004,2005-08-02,Stamford,39 DEPINEDO AVE,124110.0,430000.0,0.288627907,,,,,,,2023-06-09 15:29:16.935029
40959,2004,2005-07-19,West Hartford,17 HARWICH LN,151930.0,337500.0,0.450162963,,,,,,,2023-06-09 15:11:16.848419
42030,2004,2005-08-15,Southington,91 EVAN RD,136500.0,279000.0,0.489247312,,,,,,,2023-06-09 15:39:11.845186
40077,2004,2005-07-28,North Canaan,338 SALISBURY RD,70540.0,130000.0,0.542615385,,,,,,,2023-06-09 15:20:11.681819
40533,2004,2005-07-25,Southbury,104 B HERITAGE VLG,138800.0,296500.0,0.468128162,,,,,,,2023-06-09 15:16:16.834164
41293,2004,2005-07-21,Meriden,11 CROWN VLG,16730.0,2500.0,6.692,,,8,,,,2023-06-09 15:14:11.664587
42238,2004,2005-06-30,Stamford,71 PINE HL ST UT A,411460.0,352000.0,1.168920455,,,6,,,,2023-06-09 14:52:56.443116
41109,2004,2005-07-01,Bristol,14 BOIVIN ST,113110.0,230000.0,0.491782609,,,,,,POINT (-72.94957 41.69632),2023-06-09 14:54:16.661736
40949,2004,2005-08-12,Middletown,675 18 NEWFIELD ST,83390.0,199900.0,0.417158579,,,,,,,2023-06-09 15:39:11.845186
40050,2004,2005-07-26,Hampton,DRAIN ST,116800.0,80000.0,1.46,,,6,,,,2023-06-09 15:18:16.806490
41195,2004,2005-07-20,Bristol,284 TIFFANY LN,184480.0,336000.0,0.549047619,,,,,,,2023-06-09 15:13:12.007931
41210,2004,2005-07-22,Bristol,116 PILGRIM RD,127290.0,260000.0,0.489576923,,,,,,,2023-06-09 15:15:11.820529
40472,2004,2005-07-05,Vernon,142 TALCOTTVILLE RD,1635180.0,4455000.0,0.367043771,,,,,,,2023-06-09 14:58:16.755857
40237,2004,2005-08-11,Derby,DERBY AVE,18410.0,17000.0,1.082941176,,,24,,,,2023-06-09 15:38:16.691129
40546,2004,2005-08-10,Vernon,1 REED ST,82430.0,184000.0,0.44798913,,,,,,POINT (-72.43992 41.8632),2023-06-09 15:36:16.702228
43177,2004,2005-08-12,Bridgeport,70 PLEASANTVIEW AVE,116830.0,237000.0,0.492953586,,,,,,,2023-06-09 15:38:16.691129
42469,2004,2005-07-25,Stamford,86 BLUE SPRUCE LN,354480.0,953000.0,0.371962225,,,,,,,2023-06-09 15:16:16.834164
40424,2004,2005-08-03,Killingly,43 QUINNS HL RD,28860.0,95000.0,0.303789474,,,,,,,2023-06-09 15:31:11.867138
41535,2004,2005-07-01,Danbury,135 CLAPBOARD RDG RD,271300.0,585000.0,0.463760684,,,,,,,2023-06-09 14:56:11.832913
40665,2004,2005-07-12,Shelton,41 JORDAN AVE,46970.0,255000.0,0.184196078,,,7,,,,2023-06-09 15:05:11.681631
40232,2004,2005-07-21,Portland,214 BRUSH PASTURE LN,62790.0,145235.0,0.432333804,,,,,,,2023-06-09 15:14:11.664587
40407,2004,2005-07-28,Killingly,104 MECHANIC ST,97230.0,250000.0,0.38892,,,,,,,2023-06-09 15:21:11.802916
40922,2004,2005-07-19,Norwich,28 GEER AVE,75000.0,163700.0,0.458155162,,,1,,,,2023-06-09 15:11:16.848419
42905,2004,2005-07-20,Bridgeport,1583 7 PARK AVE,144270.0,336500.0,0.428736999,,,,,,,2023-06-09 15:13:12.007931
41649,2004,2005-08-01,Hartford,37-39 BROWNELL,71680.0,250000.0,0.28672,,,,,,,2023-06-09 15:26:11.767496
40580,2004,2005-07-22,Trumbull,1919 HUNTINGTON TPKE,158680.0,403000.0,0.393746898,,,,,,,2023-06-09 15:16:16.834164
43021,2004,2005-08-01,Bridgeport,42 EDGEMORE RD,138531.0,245000.0,0.565432653,,,,,,,2023-06-09 15:26:11.767496
40781,2004,2005-07-26,New Milford,173 WELLSVILLE AVE,108710.0,303850.0,0.357775218,,,,,,,2023-06-09 15:18:16.806490
40107,2004,2005-07-08,Washington,16 WILBUR RD,220020.0,375000.0,0.58672,,,,,,,2023-06-09 15:02:11.704908
41672,2004,2005-07-01,Norwalk,230 NEW CANAAN,433790.0,712000.0,0.609255618,,,,,,,2023-06-09 14:54:16.661736
41392,2004,2005-08-05,Meriden,94 N THIRD ST,62090.0,150000.0,0.413933333,,,,,,,2023-06-09 15:33:11.789050
40283,2004,2005-07-21,Stafford,4 COLBURN RD,130000.0,130000.0,1.0,,,,,,,2023-06-09 15:14:11.664587
40077,2004,2005-07-18,Deep River,92 MAIN ST 105,58100.0,190000.0,0.305789474,,,,,,,2023-06-09 15:10:16.740441
40713,2004,2005-07-26,Shelton,21 LONGMEADOW RD,156310.0,300000.0,0.521033333,,,,,,,2023-06-09 15:18:16.806490
40867,2004,2005-07-01,West Haven,281 PARK ST,112980.0,344000.0,0.328430233,,,,,,,2023-06-09 14:55:11.714441
40153,2004,2005-08-10,Burlington,56 BURLINGTON RD,124110.0,299000.0,0.415083612,,,,,,POINT (-72.92318 41.80678),2023-06-09 15:37:16.718357
40181,2004,2005-07-06,Hebron,11 JACKMAN RD,73300.0,88995.0,0.823641778,,,,,,POINT (-72.33415 41.62263),2023-06-09 14:59:11.729205
41901,2004,2005-07-13,Southington,443 LAKE VW DR SLV,99260.0,58333.0,1.701609723,,,8,,,,2023-06-09 15:05:11.681631
43043,2004,2005-08-01,Bridgeport,60 LESLIE RD UT D,94851.0,220000.0,0.431140909,,,,,,,2023-06-09 15:25:11.704556
40719,2004,2005-07-27,Shelton,45 CORAM RD,31780.0,125000.0,0.25424,,,7,,,,2023-06-09 15:20:11.681819
